user_id,shop_id,items_bought,amount_spent,purchase_date
257,32,1,136,2023-01-08 22:00:00
981,22,8,461,2023-01-08 23:00:00
844,13,3,288,2023-01-09 00:00:00
229,22,3,124,2023-01-09 01:00:00
311,49,8,255,2023-01-09 02:00:00
302,39,6,227,2023-01-09 03:00:00
921,29,1,493,2023-01-09 04:00:00
18,36,2,327,2023-01-09 05:00:00
727,28,1,394,2023-01-09 06:00:00
100,2,8,361,2023-01-09 07:00:00
97,20,9,333,2023-01-09 08:00:00
134,1,5,452,2023-01-09 09:00:00
745,4,6,141,2023-01-09 10:00:00
589,35,1,128,2023-01-09 11:00:00
225,28,1,46,2023-01-09 12:00:00
412,12,2,264,2023-01-09 13:00:00
327,15,3,76,2023-01-09 14:00:00
168,27,7,221,2023-01-09 15:00:00
765,16,4,193,2023-01-09 16:00:00
120,49,5,281,2023-01-09 17:00:00
486,38,7,487,2023-01-09 18:00:00
821,16,1,267,2023-01-09 19:00:00
103,10,7,303,2023-01-09 20:00:00
299,44,3,11,2023-01-09 21:00:00
285,29,2,205,2023-01-09 22:00:00
901,30,8,297,2023-01-09 23:00:00
959,21,7,84,2023-01-10 00:00:00
721,14,2,407,2023-01-10 01:00:00
178,50,5,310,2023-01-10 02:00:00
92,40,3,210,2023-01-10 03:00:00
999,35,3,360,2023-01-10 04:00:00
891,2,6,368,2023-01-10 05:00:00
53,33,5,420,2023-01-10 06:00:00
917,41,6,348,2023-01-10 07:00:00
437,43,8,317,2023-01-10 08:00:00
257,37,2,202,2023-01-10 09:00:00
446,9,9,370,2023-01-10 10:00:00
314,8,4,387,2023-01-10 11:00:00
256,32,6,151,2023-01-10 12:00:00
749,26,8,133,2023-01-10 13:00:00
324,47,6,365,2023-01-10 14:00:00
417,33,8,307,2023-01-10 15:00:00
914,21,2,65,2023-01-10 16:00:00
124,43,6,192,2023-01-10 17:00:00
801,39,7,72,2023-01-10 18:00:00
255,20,7,13,2023-01-10 19:00:00
551,17,8,11,2023-01-10 20:00:00
299,47,9,437,2023-01-10 21:00:00
198,47,6,325,2023-01-10 22:00:00
523,5,1,295,2023-01-10 23:00:00
715,42,1,315,2023-01-11 00:00:00
290,34,9,59,2023-01-11 01:00:00
427,28,3,369,2023-01-11 02:00:00
599,34,9,46,2023-01-11 03:00:00
936,38,5,76,2023-01-11 04:00:00
904,4,8,352,2023-01-11 05:00:00
172,50,1,279,2023-01-11 06:00:00
393,25,9,303,2023-01-11 07:00:00
842,31,1,336,2023-01-11 08:00:00
758,8,7,401,2023-01-11 09:00:00
615,41,2,137,2023-01-11 10:00:00
392,10,9,65,2023-01-11 11:00:00
983,14,5,27,2023-01-11 12:00:00
379,37,9,42,2023-01-11 13:00:00
484,12,1,209,2023-01-11 14:00:00
934,9,4,252,2023-01-11 15:00:00
307,43,8,73,2023-01-11 16:00:00
72,8,5,264,2023-01-11 17:00:00
535,7,7,305,2023-01-11 18:00:00
614,3,2,67,2023-01-11 19:00:00
103,47,3,200,2023-01-11 20:00:00
34,7,5,305,2023-01-11 21:00:00
91,20,3,452,2023-01-11 22:00:00
85,35,9,453,2023-01-11 23:00:00
652,35,5,474,2023-01-12 00:00:00
604,46,4,197,2023-01-12 01:00:00
769,44,8,235,2023-01-12 02:00:00
992,32,3,401,2023-01-12 03:00:00
783,49,4,293,2023-01-12 04:00:00
330,22,1,190,2023-01-12 05:00:00
526,34,9,193,2023-01-12 06:00:00
106,18,4,488,2023-01-12 07:00:00
195,45,8,158,2023-01-12 08:00:00
554,4,2,376,2023-01-12 09:00:00
261,1,8,402,2023-01-12 10:00:00
796,27,6,291,2023-01-12 11:00:00
742,27,7,305,2023-01-12 12:00:00
891,5,3,305,2023-01-12 13:00:00
296,38,2,473,2023-01-12 14:00:00
553,49,5,305,2023-01-12 15:00:00
536,13,7,209,2023-01-12 16:00:00
887,49,3,263,2023-01-12 17:00:00
5,37,2,103,2023-01-12 18:00:00
956,12,9,443,2023-01-12 19:00:00
72,48,2,50,2023-01-12 20:00:00
598,2,7,319,2023-01-12 21:00:00
183,32,8,492,2023-01-12 22:00:00
888,49,3,355,2023-01-12 23:00:00
471,14,5,283,2023-01-13 00:00:00
714,46,3,12,2023-01-13 01:00:00
825,18,1,374,2023-01-13 02:00:00
237,10,9,277,2023-01-13 03:00:00
930,5,7,469,2023-01-13 04:00:00
961,31,3,278,2023-01-13 05:00:00
686,1,8,23,2023-01-13 06:00:00
46,42,1,132,2023-01-13 07:00:00
362,27,5,55,2023-01-13 08:00:00
24,20,2,113,2023-01-13 09:00:00
729,30,4,217,2023-01-13 10:00:00
75,10,5,275,2023-01-13 11:00:00
364,50,5,161,2023-01-13 12:00:00
528,39,6,489,2023-01-13 13:00:00
303,14,3,153,2023-01-13 14:00:00
89,11,1,308,2023-01-13 15:00:00
438,9,7,203,2023-01-13 16:00:00
704,24,2,315,2023-01-13 17:00:00
726,10,5,267,2023-01-13 18:00:00
97,37,9,82,2023-01-13 19:00:00
453,33,5,356,2023-01-13 20:00:00
639,12,3,347,2023-01-13 21:00:00
320,39,3,64,2023-01-13 22:00:00
382,11,8,418,2023-01-13 23:00:00
639,29,8,17,2023-01-14 00:00:00
342,34,7,65,2023-01-14 01:00:00
581,35,5,491,2023-01-14 02:00:00
292,42,9,470,2023-01-14 03:00:00
869,47,9,444,2023-01-14 04:00:00
299,50,2,167,2023-01-14 05:00:00
1000,46,6,76,2023-01-14 06:00:00
709,5,2,291,2023-01-14 07:00:00
355,18,6,14,2023-01-14 08:00:00
24,8,7,121,2023-01-14 09:00:00
329,23,7,406,2023-01-14 10:00:00
399,47,1,493,2023-01-14 11:00:00
665,16,3,80,2023-01-14 12:00:00
884,8,9,286,2023-01-14 13:00:00
917,12,9,223,2023-01-14 14:00:00
393,18,6,42,2023-01-14 15:00:00
949,27,6,469,2023-01-14 16:00:00
534,4,3,219,2023-01-14 17:00:00
340,48,8,370,2023-01-14 18:00:00
948,46,9,43,2023-01-14 19:00:00
823,25,3,17,2023-01-14 20:00:00
675,40,2,485,2023-01-14 21:00:00
480,4,5,480,2023-01-14 22:00:00
884,18,3,276,2023-01-14 23:00:00
920,45,6,308,2023-01-15 00:00:00
112,18,3,445,2023-01-15 01:00:00
249,11,2,51,2023-01-15 02:00:00
582,1,2,425,2023-01-15 03:00:00
514,38,8,471,2023-01-15 04:00:00
388,1,3,255,2023-01-15 05:00:00
60,7,9,466,2023-01-15 06:00:00
277,19,8,21,2023-01-15 07:00:00
619,12,9,193,2023-01-15 08:00:00
218,41,4,191,2023-01-15 09:00:00
219,46,1,221,2023-01-15 10:00:00
393,34,2,101,2023-01-15 11:00:00
854,16,6,124,2023-01-15 12:00:00
789,2,8,269,2023-01-15 13:00:00
406,13,7,103,2023-01-15 14:00:00
252,24,9,406,2023-01-15 15:00:00
400,3,9,432,2023-01-15 16:00:00
763,22,3,230,2023-01-15 17:00:00
10,11,1,350,2023-01-15 18:00:00
131,2,8,347,2023-01-15 19:00:00
44,17,3,67,2023-01-15 20:00:00
478,20,9,245,2023-01-15 21:00:00
593,26,6,300,2023-01-15 22:00:00
667,6,9,376,2023-01-15 23:00:00
269,7,3,263,2023-01-16 00:00:00
650,4,5,142,2023-01-16 01:00:00
486,41,1,62,2023-01-16 02:00:00
819,4,4,68,2023-01-16 03:00:00
929,42,9,165,2023-01-16 04:00:00
552,8,4,428,2023-01-16 05:00:00
59,40,6,315,2023-01-16 06:00:00
815,22,4,70,2023-01-16 07:00:00
114,25,3,228,2023-01-16 08:00:00
155,14,7,52,2023-01-16 09:00:00
141,25,2,489,2023-01-16 10:00:00
262,5,1,37,2023-01-16 11:00:00
130,10,9,227,2023-01-16 12:00:00
285,37,5,219,2023-01-16 13:00:00
648,47,6,367,2023-01-16 14:00:00
640,19,1,71,2023-01-16 15:00:00
307,29,2,184,2023-01-16 16:00:00
275,5,2,359,2023-01-16 17:00:00
472,4,2,392,2023-01-16 18:00:00
436,20,6,261,2023-01-16 19:00:00
778,26,6,21,2023-01-16 20:00:00
170,44,2,42,2023-01-16 21:00:00
288,13,7,275,2023-01-16 22:00:00
789,46,9,37,2023-01-16 23:00:00
795,8,3,474,2023-01-17 00:00:00
68,21,5,130,2023-01-17 01:00:00
49,24,7,339,2023-01-17 02:00:00
287,20,4,15,2023-01-17 03:00:00
701,7,9,476,2023-01-17 04:00:00
996,17,5,362,2023-01-17 05:00:00
602,27,3,390,2023-01-17 06:00:00
694,37,7,293,2023-01-17 07:00:00
312,17,7,313,2023-01-17 08:00:00
807,28,1,96,2023-01-17 09:00:00
449,15,8,313,2023-01-17 10:00:00
763,47,7,74,2023-01-17 11:00:00
95,11,6,242,2023-01-17 12:00:00
199,33,4,440,2023-01-17 13:00:00
158,12,2,210,2023-01-17 14:00:00
965,34,6,5,2023-01-17 15:00:00
997,37,3,125,2023-01-17 16:00:00
281,40,9,148,2023-01-17 17:00:00
232,33,3,350,2023-01-17 18:00:00
582,7,7,315,2023-01-17 19:00:00
412,19,1,377,2023-01-17 20:00:00
604,42,7,435,2023-01-17 21:00:00
843,30,3,43,2023-01-17 22:00:00
292,21,9,364,2023-01-17 23:00:00
995,30,3,459,2023-01-18 00:00:00
120,19,6,177,2023-01-18 01:00:00
843,44,8,222,2023-01-18 02:00:00
498,6,7,223,2023-01-18 03:00:00
664,23,4,304,2023-01-18 04:00:00
244,34,3,121,2023-01-18 05:00:00
498,46,3,474,2023-01-18 06:00:00
931,49,9,185,2023-01-18 07:00:00
494,21,7,89,2023-01-18 08:00:00
769,49,2,72,2023-01-18 09:00:00
725,26,2,42,2023-01-18 10:00:00
242,48,3,362,2023-01-18 11:00:00
344,32,6,154,2023-01-18 12:00:00
167,45,4,69,2023-01-18 13:00:00
1000,2,3,403,2023-01-18 14:00:00
355,13,1,236,2023-01-18 15:00:00
288,6,8,295,2023-01-18 16:00:00
878,29,6,320,2023-01-18 17:00:00
878,47,4,360,2023-01-18 18:00:00
462,26,4,458,2023-01-18 19:00:00
824,32,6,215,2023-01-18 20:00:00
790,16,5,415,2023-01-18 21:00:00
8,7,3,258,2023-01-18 22:00:00
266,24,1,191,2023-01-18 23:00:00
370,20,3,300,2023-01-19 00:00:00
558,48,9,420,2023-01-19 01:00:00
602,2,6,151,2023-01-19 02:00:00
971,39,6,244,2023-01-19 03:00:00
733,18,9,191,2023-01-19 04:00:00
379,7,9,51,2023-01-19 05:00:00
422,6,4,346,2023-01-19 06:00:00
980,3,1,81,2023-01-19 07:00:00
612,13,7,145,2023-01-19 08:00:00
202,1,7,248,2023-01-19 09:00:00
165,23,2,44,2023-01-19 10:00:00
791,30,4,88,2023-01-19 11:00:00
633,42,8,337,2023-01-19 12:00:00
189,9,2,339,2023-01-19 13:00:00
380,23,4,104,2023-01-19 14:00:00
970,43,4,222,2023-01-19 15:00:00
101,44,1,91,2023-01-19 16:00:00
548,31,6,450,2023-01-19 17:00:00
736,15,7,328,2023-01-19 18:00:00
272,40,6,251,2023-01-19 19:00:00
633,18,3,125,2023-01-19 20:00:00
126,25,9,267,2023-01-19 21:00:00
542,43,8,201,2023-01-19 22:00:00
218,24,6,201,2023-01-19 23:00:00
566,8,8,423,2023-01-20 00:00:00
399,37,1,154,2023-01-20 01:00:00
926,48,1,337,2023-01-20 02:00:00
465,29,1,346,2023-01-20 03:00:00
175,35,1,380,2023-01-20 04:00:00
300,40,5,348,2023-01-20 05:00:00
752,1,5,326,2023-01-20 06:00:00
914,27,2,71,2023-01-20 07:00:00
137,32,6,218,2023-01-20 08:00:00
555,5,3,392,2023-01-20 09:00:00
718,17,8,117,2023-01-20 10:00:00
886,6,9,93,2023-01-20 11:00:00
706,7,2,189,2023-01-20 12:00:00
877,40,6,240,2023-01-20 13:00:00
803,17,5,229,2023-01-20 14:00:00
576,21,2,216,2023-01-20 15:00:00
496,3,6,53,2023-01-20 16:00:00
988,28,2,499,2023-01-20 17:00:00
773,25,3,198,2023-01-20 18:00:00
864,18,4,278,2023-01-20 19:00:00
124,27,4,329,2023-01-20 20:00:00
824,10,9,227,2023-01-20 21:00:00
183,9,6,252,2023-01-20 22:00:00
756,17,8,156,2023-01-20 23:00:00
188,22,8,248,2023-01-21 00:00:00
559,27,1,402,2023-01-21 01:00:00
694,11,9,359,2023-01-21 02:00:00
120,28,3,354,2023-01-21 03:00:00
217,20,4,129,2023-01-21 04:00:00
650,48,8,8,2023-01-21 05:00:00
958,43,5,245,2023-01-21 06:00:00
53,15,5,132,2023-01-21 07:00:00
921,49,6,280,2023-01-21 08:00:00
815,16,6,148,2023-01-21 09:00:00
300,7,4,191,2023-01-21 10:00:00
288,28,6,73,2023-01-21 11:00:00
724,14,1,73,2023-01-21 12:00:00
434,23,9,91,2023-01-21 13:00:00
84,8,6,7,2023-01-21 14:00:00
195,50,1,489,2023-01-21 15:00:00
587,44,5,489,2023-01-21 16:00:00
42,12,3,145,2023-01-21 17:00:00
652,43,3,12,2023-01-21 18:00:00
980,44,7,76,2023-01-21 19:00:00
979,40,6,264,2023-01-21 20:00:00
999,46,3,62,2023-01-21 21:00:00
423,4,9,437,2023-01-21 22:00:00
825,38,5,233,2023-01-21 23:00:00
216,50,5,238,2023-01-22 00:00:00
374,8,2,419,2023-01-22 01:00:00
170,38,7,256,2023-01-22 02:00:00
399,15,4,443,2023-01-22 03:00:00
600,49,3,169,2023-01-22 04:00:00
331,47,4,389,2023-01-22 05:00:00
798,26,8,196,2023-01-22 06:00:00
54,29,8,397,2023-01-22 07:00:00
566,35,7,79,2023-01-22 08:00:00
356,45,6,350,2023-01-22 09:00:00
84,38,3,445,2023-01-22 10:00:00
98,24,6,312,2023-01-22 11:00:00
465,13,2,68,2023-01-22 12:00:00
760,11,6,440,2023-01-22 13:00:00
744,22,2,191,2023-01-22 14:00:00
536,12,7,454,2023-01-22 15:00:00
694,46,6,114,2023-01-22 16:00:00
272,6,7,450,2023-01-22 17:00:00
730,49,4,246,2023-01-22 18:00:00
79,4,2,227,2023-01-22 19:00:00
120,12,8,287,2023-01-22 20:00:00
22,32,4,288,2023-01-22 21:00:00
642,15,7,300,2023-01-22 22:00:00
679,36,5,486,2023-01-22 23:00:00
1,10,8,358,2023-01-23 00:00:00
334,38,5,286,2023-01-23 01:00:00
151,9,6,149,2023-01-23 02:00:00
661,8,3,223,2023-01-23 03:00:00
283,29,9,11,2023-01-23 04:00:00
646,44,1,441,2023-01-23 05:00:00
756,13,8,292,2023-01-23 06:00:00
194,30,2,422,2023-01-23 07:00:00
2,4,4,352,2023-01-23 08:00:00
862,16,3,195,2023-01-23 09:00:00
423,46,1,256,2023-01-23 10:00:00
456,39,8,142,2023-01-23 11:00:00
739,30,3,259,2023-01-23 12:00:00
714,17,6,436,2023-01-23 13:00:00
263,36,3,451,2023-01-23 14:00:00
409,21,3,390,2023-01-23 15:00:00
366,30,4,312,2023-01-23 16:00:00
580,36,6,250,2023-01-23 17:00:00
144,15,7,196,2023-01-23 18:00:00
372,36,3,188,2023-01-23 19:00:00
114,14,1,36,2023-01-23 20:00:00
597,17,7,219,2023-01-23 21:00:00
161,43,3,68,2023-01-23 22:00:00
572,10,6,27,2023-01-23 23:00:00
308,1,7,207,2023-01-24 00:00:00
906,49,2,333,2023-01-24 01:00:00
538,30,6,366,2023-01-24 02:00:00
515,37,9,458,2023-01-24 03:00:00
270,41,7,357,2023-01-24 04:00:00
228,48,9,84,2023-01-24 05:00:00
906,9,3,385,2023-01-24 06:00:00
322,1,5,461,2023-01-24 07:00:00
560,37,4,455,2023-01-24 08:00:00
169,9,2,371,2023-01-24 09:00:00
693,25,6,347,2023-01-24 10:00:00
297,2,1,328,2023-01-24 11:00:00
469,31,3,332,2023-01-24 12:00:00
588,34,8,118,2023-01-24 13:00:00
291,37,5,132,2023-01-24 14:00:00
406,28,1,245,2023-01-24 15:00:00
689,47,9,225,2023-01-24 16:00:00
112,44,2,123,2023-01-24 17:00:00
937,23,1,295,2023-01-24 18:00:00
347,8,4,26,2023-01-24 19:00:00
620,14,9,286,2023-01-24 20:00:00
44,39,2,190,2023-01-24 21:00:00
597,19,2,134,2023-01-24 22:00:00
39,2,6,227,2023-01-24 23:00:00
187,19,4,482,2023-01-25 00:00:00
629,20,9,241,2023-01-25 01:00:00
403,37,8,50,2023-01-25 02:00:00
709,49,4,380,2023-01-25 03:00:00
327,32,8,418,2023-01-25 04:00:00
753,44,4,431,2023-01-25 05:00:00
605,1,9,100,2023-01-25 06:00:00
16,3,3,462,2023-01-25 07:00:00
60,26,9,43,2023-01-25 08:00:00
418,16,5,86,2023-01-25 09:00:00
204,38,7,361,2023-01-25 10:00:00
174,13,3,295,2023-01-25 11:00:00
188,29,4,35,2023-01-25 12:00:00
904,1,6,445,2023-01-25 13:00:00
746,21,4,464,2023-01-25 14:00:00
135,42,3,479,2023-01-25 15:00:00
685,5,8,464,2023-01-25 16:00:00
53,20,4,287,2023-01-25 17:00:00
755,28,8,212,2023-01-25 18:00:00
154,29,3,139,2023-01-25 19:00:00
497,45,6,242,2023-01-25 20:00:00
329,29,8,355,2023-01-25 21:00:00
228,11,1,379,2023-01-25 22:00:00
90,35,8,338,2023-01-25 23:00:00
77,36,8,366,2023-01-26 00:00:00
586,4,5,190,2023-01-26 01:00:00
722,38,4,99,2023-01-26 02:00:00
942,33,6,352,2023-01-26 03:00:00
203,41,1,102,2023-01-26 04:00:00
524,3,8,269,2023-01-26 05:00:00
664,43,3,396,2023-01-26 06:00:00
994,14,4,237,2023-01-26 07:00:00
58,31,5,497,2023-01-26 08:00:00
787,45,2,305,2023-01-26 09:00:00
948,40,2,498,2023-01-26 10:00:00
428,25,3,322,2023-01-26 11:00:00
176,17,1,236,2023-01-26 12:00:00
715,29,4,321,2023-01-26 13:00:00
805,1,6,184,2023-01-26 14:00:00
65,5,4,489,2023-01-26 15:00:00
676,31,8,303,2023-01-26 16:00:00
741,45,2,104,2023-01-26 17:00:00
21,33,6,40,2023-01-26 18:00:00
681,6,7,454,2023-01-26 19:00:00
342,21,4,258,2023-01-26 20:00:00
613,20,5,339,2023-01-26 21:00:00
568,34,4,65,2023-01-26 22:00:00
338,3,6,415,2023-01-26 23:00:00
777,12,7,254,2023-01-27 00:00:00
505,2,7,372,2023-01-27 01:00:00
626,36,6,369,2023-01-27 02:00:00
948,4,8,51,2023-01-27 03:00:00
273,50,6,10,2023-01-27 04:00:00
868,7,9,9,2023-01-27 05:00:00
485,21,4,499,2023-01-27 06:00:00
526,9,9,44,2023-01-27 07:00:00
364,29,9,90,2023-01-27 08:00:00
137,28,2,303,2023-01-27 09:00:00
93,28,4,418,2023-01-27 10:00:00
21,34,3,201,2023-01-27 11:00:00
14,13,5,163,2023-01-27 12:00:00
370,31,9,109,2023-01-27 13:00:00
944,12,8,132,2023-01-27 14:00:00
280,48,8,258,2023-01-27 15:00:00
627,30,5,339,2023-01-27 16:00:00
437,15,1,434,2023-01-27 17:00:00
177,37,7,263,2023-01-27 18:00:00
363,7,7,253,2023-01-27 19:00:00
326,26,7,52,2023-01-27 20:00:00
219,18,1,12,2023-01-27 21:00:00
804,20,8,114,2023-01-27 22:00:00
700,47,8,245,2023-01-27 23:00:00
533,10,8,127,2023-01-28 00:00:00
234,33,7,106,2023-01-28 01:00:00
294,38,4,433,2023-01-28 02:00:00
703,30,2,207,2023-01-28 03:00:00
923,35,9,252,2023-01-28 04:00:00
400,13,3,19,2023-01-28 05:00:00
650,48,3,402,2023-01-28 06:00:00
954,46,9,378,2023-01-28 07:00:00
236,13,9,230,2023-01-28 08:00:00
228,25,7,331,2023-01-28 09:00:00
310,35,7,264,2023-01-28 10:00:00
945,34,1,182,2023-01-28 11:00:00
58,50,6,335,2023-01-28 12:00:00
632,31,7,474,2023-01-28 13:00:00
624,44,9,465,2023-01-28 14:00:00
544,15,4,262,2023-01-28 15:00:00
