user_id,shop_id,items_bought,amount_spent,purchase_date
878,46,0,0,2023-01-05 03:00:00
493,21,0,0,2023-01-05 04:00:00
711,40,0,0,2023-01-05 05:00:00
519,25,0,0,2023-01-05 06:00:00
176,32,0,0,2023-01-05 07:00:00
765,48,0,0,2023-01-05 08:00:00
456,3,0,0,2023-01-05 09:00:00
301,39,0,0,2023-01-05 10:00:00
998,27,0,0,2023-01-05 11:00:00
285,41,0,0,2023-01-05 12:00:00
451,38,0,0,2023-01-05 13:00:00
179,4,0,0,2023-01-05 14:00:00
699,33,0,0,2023-01-05 15:00:00
670,19,0,0,2023-01-05 16:00:00
592,10,0,0,2023-01-05 17:00:00
433,48,0,0,2023-01-05 18:00:00
809,18,0,0,2023-01-05 19:00:00
261,36,0,0,2023-01-05 20:00:00
659,25,0,0,2023-01-05 21:00:00
552,46,0,0,2023-01-05 22:00:00
115,18,0,0,2023-01-05 23:00:00
988,15,0,0,2023-01-06 00:00:00
789,40,0,0,2023-01-06 01:00:00
86,6,0,0,2023-01-06 02:00:00
900,13,0,0,2023-01-06 03:00:00
109,46,0,0,2023-01-06 04:00:00
5,13,0,0,2023-01-06 05:00:00
183,7,0,0,2023-01-06 06:00:00
689,24,0,0,2023-01-06 07:00:00
612,47,0,0,2023-01-06 08:00:00
134,37,0,0,2023-01-06 09:00:00
820,3,0,0,2023-01-06 10:00:00
150,3,0,0,2023-01-06 11:00:00
867,50,0,0,2023-01-06 12:00:00
581,12,0,0,2023-01-06 13:00:00
95,2,0,0,2023-01-06 14:00:00
217,49,0,0,2023-01-06 15:00:00
292,25,0,0,2023-01-06 16:00:00
40,20,0,0,2023-01-06 17:00:00
425,11,0,0,2023-01-06 18:00:00
967,37,0,0,2023-01-06 19:00:00
23,7,0,0,2023-01-06 20:00:00
138,26,0,0,2023-01-06 21:00:00
674,22,0,0,2023-01-06 22:00:00
584,4,0,0,2023-01-06 23:00:00
988,5,0,0,2023-01-07 00:00:00
511,31,0,0,2023-01-07 01:00:00
208,48,0,0,2023-01-07 02:00:00
132,13,0,0,2023-01-07 03:00:00
557,7,0,0,2023-01-07 04:00:00
906,28,0,0,2023-01-07 05:00:00
423,12,0,0,2023-01-07 06:00:00
933,22,0,0,2023-01-07 07:00:00
309,33,0,0,2023-01-07 08:00:00
387,20,0,0,2023-01-07 09:00:00
647,4,0,0,2023-01-07 10:00:00
949,20,0,0,2023-01-07 11:00:00
769,43,0,0,2023-01-07 12:00:00
945,34,0,0,2023-01-07 13:00:00
834,41,0,0,2023-01-07 14:00:00
135,39,0,0,2023-01-07 15:00:00
266,2,0,0,2023-01-07 16:00:00
147,42,0,0,2023-01-07 17:00:00
338,17,0,0,2023-01-07 18:00:00
71,45,0,0,2023-01-07 19:00:00
111,2,0,0,2023-01-07 20:00:00
492,2,0,0,2023-01-07 21:00:00
61,35,0,0,2023-01-07 22:00:00
879,13,0,0,2023-01-07 23:00:00
336,39,0,0,2023-01-08 00:00:00
984,43,0,0,2023-01-08 01:00:00
547,8,0,0,2023-01-08 02:00:00
165,22,0,0,2023-01-08 03:00:00
704,35,0,0,2023-01-08 04:00:00
937,20,0,0,2023-01-08 05:00:00
405,3,0,0,2023-01-08 06:00:00
450,33,0,0,2023-01-08 07:00:00
519,25,0,0,2023-01-08 08:00:00
969,23,0,0,2023-01-08 09:00:00
769,28,0,0,2023-01-08 10:00:00
853,41,0,0,2023-01-08 11:00:00
514,33,0,0,2023-01-08 12:00:00
765,17,0,0,2023-01-08 13:00:00
566,15,0,0,2023-01-08 14:00:00
676,41,0,0,2023-01-08 15:00:00
848,21,0,0,2023-01-08 16:00:00
397,40,0,0,2023-01-08 17:00:00
47,20,0,0,2023-01-08 18:00:00
601,40,0,0,2023-01-08 19:00:00
500,48,0,0,2023-01-08 20:00:00
368,44,0,0,2023-01-08 21:00:00
383,5,0,0,2023-01-08 22:00:00
410,6,0,0,2023-01-08 23:00:00
98,44,0,0,2023-01-09 00:00:00
369,19,0,0,2023-01-09 01:00:00
660,6,0,0,2023-01-09 02:00:00
882,42,0,0,2023-01-09 03:00:00
878,21,0,0,2023-01-09 04:00:00
278,35,0,0,2023-01-09 05:00:00
162,47,0,0,2023-01-09 06:00:00
186,17,0,0,2023-01-09 07:00:00
378,40,0,0,2023-01-09 08:00:00
262,4,0,0,2023-01-09 09:00:00
895,36,0,0,2023-01-09 10:00:00
337,10,0,0,2023-01-09 11:00:00
783,44,0,0,2023-01-09 12:00:00
793,18,0,0,2023-01-09 13:00:00
575,28,0,0,2023-01-09 14:00:00
363,10,0,0,2023-01-09 15:00:00
679,5,0,0,2023-01-09 16:00:00
543,3,0,0,2023-01-09 17:00:00
300,40,0,0,2023-01-09 18:00:00
659,2,0,0,2023-01-09 19:00:00
633,1,0,0,2023-01-09 20:00:00
791,16,0,0,2023-01-09 21:00:00
421,12,0,0,2023-01-09 22:00:00
589,11,0,0,2023-01-09 23:00:00
370,1,0,0,2023-01-10 00:00:00
712,42,0,0,2023-01-10 01:00:00
777,39,0,0,2023-01-10 02:00:00
5,10,0,0,2023-01-10 03:00:00
89,14,0,0,2023-01-10 04:00:00
704,36,0,0,2023-01-10 05:00:00
787,45,0,0,2023-01-10 06:00:00
437,6,0,0,2023-01-10 07:00:00
868,9,0,0,2023-01-10 08:00:00
246,10,0,0,2023-01-10 09:00:00
108,11,0,0,2023-01-10 10:00:00
631,22,0,0,2023-01-10 11:00:00
64,4,0,0,2023-01-10 12:00:00
311,19,0,0,2023-01-10 13:00:00
494,3,0,0,2023-01-10 14:00:00
969,38,0,0,2023-01-10 15:00:00
245,33,0,0,2023-01-10 16:00:00
925,5,0,0,2023-01-10 17:00:00
183,32,0,0,2023-01-10 18:00:00
174,11,0,0,2023-01-10 19:00:00
799,46,0,0,2023-01-10 20:00:00
519,42,0,0,2023-01-10 21:00:00
923,32,0,0,2023-01-10 22:00:00
665,17,0,0,2023-01-10 23:00:00
947,19,0,0,2023-01-11 00:00:00
600,39,0,0,2023-01-11 01:00:00
346,37,0,0,2023-01-11 02:00:00
331,34,0,0,2023-01-11 03:00:00
93,19,0,0,2023-01-11 04:00:00
572,35,0,0,2023-01-11 05:00:00
931,26,0,0,2023-01-11 06:00:00
866,23,0,0,2023-01-11 07:00:00
880,40,0,0,2023-01-11 08:00:00
148,4,0,0,2023-01-11 09:00:00
43,34,0,0,2023-01-11 10:00:00
549,24,0,0,2023-01-11 11:00:00
562,45,0,0,2023-01-11 12:00:00
31,50,0,0,2023-01-11 13:00:00
106,31,0,0,2023-01-11 14:00:00
91,50,0,0,2023-01-11 15:00:00
890,23,0,0,2023-01-11 16:00:00
437,12,0,0,2023-01-11 17:00:00
283,20,0,0,2023-01-11 18:00:00
579,8,0,0,2023-01-11 19:00:00
333,33,0,0,2023-01-11 20:00:00
583,43,0,0,2023-01-11 21:00:00
776,15,0,0,2023-01-11 22:00:00
221,42,0,0,2023-01-11 23:00:00
955,21,0,0,2023-01-12 00:00:00
799,36,0,0,2023-01-12 01:00:00
711,3,0,0,2023-01-12 02:00:00
593,16,0,0,2023-01-12 03:00:00
958,22,0,0,2023-01-12 04:00:00
617,4,0,0,2023-01-12 05:00:00
427,16,0,0,2023-01-12 06:00:00
592,17,0,0,2023-01-12 07:00:00
954,23,0,0,2023-01-12 08:00:00
950,42,0,0,2023-01-12 09:00:00
123,21,0,0,2023-01-12 10:00:00
915,2,0,0,2023-01-12 11:00:00
937,10,0,0,2023-01-12 12:00:00
419,14,0,0,2023-01-12 13:00:00
437,23,0,0,2023-01-12 14:00:00
228,34,0,0,2023-01-12 15:00:00
541,47,0,0,2023-01-12 16:00:00
556,14,0,0,2023-01-12 17:00:00
678,5,0,0,2023-01-12 18:00:00
727,14,0,0,2023-01-12 19:00:00
501,46,0,0,2023-01-12 20:00:00
342,18,0,0,2023-01-12 21:00:00
232,40,0,0,2023-01-12 22:00:00
815,27,0,0,2023-01-12 23:00:00
933,45,0,0,2023-01-13 00:00:00
38,39,0,0,2023-01-13 01:00:00
699,43,0,0,2023-01-13 02:00:00
431,26,0,0,2023-01-13 03:00:00
198,13,0,0,2023-01-13 04:00:00
338,48,0,0,2023-01-13 05:00:00
233,36,0,0,2023-01-13 06:00:00
560,48,0,0,2023-01-13 07:00:00
619,40,0,0,2023-01-13 08:00:00
895,34,0,0,2023-01-13 09:00:00
961,39,0,0,2023-01-13 10:00:00
493,19,0,0,2023-01-13 11:00:00
524,5,0,0,2023-01-13 12:00:00
277,45,0,0,2023-01-13 13:00:00
309,18,0,0,2023-01-13 14:00:00
115,24,0,0,2023-01-13 15:00:00
980,33,0,0,2023-01-13 16:00:00
566,26,0,0,2023-01-13 17:00:00
292,18,0,0,2023-01-13 18:00:00
115,37,0,0,2023-01-13 19:00:00
242,16,0,0,2023-01-13 20:00:00
731,16,0,0,2023-01-13 21:00:00
598,14,0,0,2023-01-13 22:00:00
561,17,0,0,2023-01-13 23:00:00
173,26,0,0,2023-01-14 00:00:00
719,50,0,0,2023-01-14 01:00:00
971,21,0,0,2023-01-14 02:00:00
587,38,0,0,2023-01-14 03:00:00
461,32,0,0,2023-01-14 04:00:00
13,38,0,0,2023-01-14 05:00:00
791,7,0,0,2023-01-14 06:00:00
357,10,0,0,2023-01-14 07:00:00
244,19,0,0,2023-01-14 08:00:00
352,3,0,0,2023-01-14 09:00:00
390,39,0,0,2023-01-14 10:00:00
156,34,0,0,2023-01-14 11:00:00
770,44,0,0,2023-01-14 12:00:00
885,29,0,0,2023-01-14 13:00:00
287,4,0,0,2023-01-14 14:00:00
933,7,0,0,2023-01-14 15:00:00
220,19,0,0,2023-01-14 16:00:00
524,39,0,0,2023-01-14 17:00:00
89,6,0,0,2023-01-14 18:00:00
575,15,0,0,2023-01-14 19:00:00
938,42,0,0,2023-01-14 20:00:00
206,12,0,0,2023-01-14 21:00:00
364,45,0,0,2023-01-14 22:00:00
376,1,0,0,2023-01-14 23:00:00
958,42,0,0,2023-01-15 00:00:00
614,12,0,0,2023-01-15 01:00:00
684,29,0,0,2023-01-15 02:00:00
606,42,0,0,2023-01-15 03:00:00
579,27,0,0,2023-01-15 04:00:00
294,29,0,0,2023-01-15 05:00:00
470,40,0,0,2023-01-15 06:00:00
31,39,0,0,2023-01-15 07:00:00
927,10,0,0,2023-01-15 08:00:00
674,4,0,0,2023-01-15 09:00:00
429,12,0,0,2023-01-15 10:00:00
30,23,0,0,2023-01-15 11:00:00
93,31,0,0,2023-01-15 12:00:00
17,12,0,0,2023-01-15 13:00:00
733,14,0,0,2023-01-15 14:00:00
170,32,0,0,2023-01-15 15:00:00
484,12,0,0,2023-01-15 16:00:00
907,22,0,0,2023-01-15 17:00:00
491,8,0,0,2023-01-15 18:00:00
921,37,0,0,2023-01-15 19:00:00
131,34,0,0,2023-01-15 20:00:00
79,2,0,0,2023-01-15 21:00:00
810,17,0,0,2023-01-15 22:00:00
708,26,0,0,2023-01-15 23:00:00
766,49,0,0,2023-01-16 00:00:00
601,47,0,0,2023-01-16 01:00:00
338,44,0,0,2023-01-16 02:00:00
511,44,0,0,2023-01-16 03:00:00
509,9,0,0,2023-01-16 04:00:00
314,3,0,0,2023-01-16 05:00:00
918,9,0,0,2023-01-16 06:00:00
997,30,0,0,2023-01-16 07:00:00
524,50,0,0,2023-01-16 08:00:00
404,1,0,0,2023-01-16 09:00:00
505,48,0,0,2023-01-16 10:00:00
244,46,0,0,2023-01-16 11:00:00
473,7,0,0,2023-01-16 12:00:00
301,32,0,0,2023-01-16 13:00:00
378,29,0,0,2023-01-16 14:00:00
917,9,0,0,2023-01-16 15:00:00
988,37,0,0,2023-01-16 16:00:00
912,14,0,0,2023-01-16 17:00:00
682,16,0,0,2023-01-16 18:00:00
674,14,0,0,2023-01-16 19:00:00
420,8,0,0,2023-01-16 20:00:00
88,38,0,0,2023-01-16 21:00:00
107,9,0,0,2023-01-16 22:00:00
820,44,0,0,2023-01-16 23:00:00
923,21,0,0,2023-01-17 00:00:00
51,8,0,0,2023-01-17 01:00:00
538,37,0,0,2023-01-17 02:00:00
543,37,0,0,2023-01-17 03:00:00
842,9,0,0,2023-01-17 04:00:00
739,6,0,0,2023-01-17 05:00:00
375,30,0,0,2023-01-17 06:00:00
254,21,0,0,2023-01-17 07:00:00
373,1,0,0,2023-01-17 08:00:00
889,2,0,0,2023-01-17 09:00:00
678,40,0,0,2023-01-17 10:00:00
412,15,0,0,2023-01-17 11:00:00
836,31,0,0,2023-01-17 12:00:00
654,11,0,0,2023-01-17 13:00:00
674,20,0,0,2023-01-17 14:00:00
21,19,0,0,2023-01-17 15:00:00
369,28,0,0,2023-01-17 16:00:00
440,35,0,0,2023-01-17 17:00:00
22,23,0,0,2023-01-17 18:00:00
681,23,0,0,2023-01-17 19:00:00
720,19,0,0,2023-01-17 20:00:00
620,39,0,0,2023-01-17 21:00:00
27,14,0,0,2023-01-17 22:00:00
112,49,0,0,2023-01-17 23:00:00
587,28,0,0,2023-01-18 00:00:00
482,10,0,0,2023-01-18 01:00:00
620,20,0,0,2023-01-18 02:00:00
365,4,0,0,2023-01-18 03:00:00
321,39,0,0,2023-01-18 04:00:00
453,20,0,0,2023-01-18 05:00:00
632,23,0,0,2023-01-18 06:00:00
959,30,0,0,2023-01-18 07:00:00
748,23,0,0,2023-01-18 08:00:00
831,37,0,0,2023-01-18 09:00:00
674,22,0,0,2023-01-18 10:00:00
51,9,0,0,2023-01-18 11:00:00
385,2,0,0,2023-01-18 12:00:00
171,35,0,0,2023-01-18 13:00:00
890,10,0,0,2023-01-18 14:00:00
520,24,0,0,2023-01-18 15:00:00
617,15,0,0,2023-01-18 16:00:00
706,42,0,0,2023-01-18 17:00:00
194,44,0,0,2023-01-18 18:00:00
107,30,0,0,2023-01-18 19:00:00
165,37,0,0,2023-01-18 20:00:00
410,23,0,0,2023-01-18 21:00:00
741,23,0,0,2023-01-18 22:00:00
353,43,0,0,2023-01-18 23:00:00
71,36,0,0,2023-01-19 00:00:00
627,26,0,0,2023-01-19 01:00:00
644,6,0,0,2023-01-19 02:00:00
535,20,0,0,2023-01-19 03:00:00
636,28,0,0,2023-01-19 04:00:00
387,45,0,0,2023-01-19 05:00:00
873,30,0,0,2023-01-19 06:00:00
176,49,0,0,2023-01-19 07:00:00
244,36,0,0,2023-01-19 08:00:00
50,27,0,0,2023-01-19 09:00:00
218,32,0,0,2023-01-19 10:00:00
16,26,0,0,2023-01-19 11:00:00
226,31,0,0,2023-01-19 12:00:00
323,48,0,0,2023-01-19 13:00:00
303,22,0,0,2023-01-19 14:00:00
841,19,0,0,2023-01-19 15:00:00
256,31,0,0,2023-01-19 16:00:00
354,31,0,0,2023-01-19 17:00:00
201,14,0,0,2023-01-19 18:00:00
842,18,0,0,2023-01-19 19:00:00
202,34,0,0,2023-01-19 20:00:00
208,5,0,0,2023-01-19 21:00:00
213,32,0,0,2023-01-19 22:00:00
573,30,0,0,2023-01-19 23:00:00
185,48,0,0,2023-01-20 00:00:00
480,19,0,0,2023-01-20 01:00:00
396,39,0,0,2023-01-20 02:00:00
978,2,0,0,2023-01-20 03:00:00
423,6,0,0,2023-01-20 04:00:00
312,31,0,0,2023-01-20 05:00:00
332,6,0,0,2023-01-20 06:00:00
632,15,0,0,2023-01-20 07:00:00
786,49,0,0,2023-01-20 08:00:00
675,7,0,0,2023-01-20 09:00:00
819,15,0,0,2023-01-20 10:00:00
559,35,0,0,2023-01-20 11:00:00
554,30,0,0,2023-01-20 12:00:00
172,1,0,0,2023-01-20 13:00:00
389,32,0,0,2023-01-20 14:00:00
851,45,0,0,2023-01-20 15:00:00
242,45,0,0,2023-01-20 16:00:00
211,37,0,0,2023-01-20 17:00:00
40,24,0,0,2023-01-20 18:00:00
374,33,0,0,2023-01-20 19:00:00
843,19,0,0,2023-01-20 20:00:00
329,38,0,0,2023-01-20 21:00:00
702,50,0,0,2023-01-20 22:00:00
999,16,0,0,2023-01-20 23:00:00
820,15,0,0,2023-01-21 00:00:00
524,7,0,0,2023-01-21 01:00:00
975,36,0,0,2023-01-21 02:00:00
427,34,0,0,2023-01-21 03:00:00
128,27,0,0,2023-01-21 04:00:00
117,12,0,0,2023-01-21 05:00:00
131,18,0,0,2023-01-21 06:00:00
838,31,0,0,2023-01-21 07:00:00
771,13,0,0,2023-01-21 08:00:00
97,20,0,0,2023-01-21 09:00:00
20,50,0,0,2023-01-21 10:00:00
319,37,0,0,2023-01-21 11:00:00
645,40,0,0,2023-01-21 12:00:00
818,1,0,0,2023-01-21 13:00:00
708,18,0,0,2023-01-21 14:00:00
308,19,0,0,2023-01-21 15:00:00
310,4,0,0,2023-01-21 16:00:00
942,31,0,0,2023-01-21 17:00:00
103,2,0,0,2023-01-21 18:00:00
465,15,0,0,2023-01-21 19:00:00
855,30,0,0,2023-01-21 20:00:00
166,49,0,0,2023-01-21 21:00:00
783,11,0,0,2023-01-21 22:00:00
659,13,0,0,2023-01-21 23:00:00
519,11,0,0,2023-01-22 00:00:00
910,5,0,0,2023-01-22 01:00:00
506,37,0,0,2023-01-22 02:00:00
886,37,0,0,2023-01-22 03:00:00
109,1,0,0,2023-01-22 04:00:00
515,26,0,0,2023-01-22 05:00:00
39,3,0,0,2023-01-22 06:00:00
489,29,0,0,2023-01-22 07:00:00
292,33,0,0,2023-01-22 08:00:00
852,33,0,0,2023-01-22 09:00:00
577,34,0,0,2023-01-22 10:00:00
451,40,0,0,2023-01-22 11:00:00
304,29,0,0,2023-01-22 12:00:00
573,18,0,0,2023-01-22 13:00:00
450,41,0,0,2023-01-22 14:00:00
660,17,0,0,2023-01-22 15:00:00
909,35,0,0,2023-01-22 16:00:00
872,20,0,0,2023-01-22 17:00:00
24,9,0,0,2023-01-22 18:00:00
592,30,0,0,2023-01-22 19:00:00
366,16,0,0,2023-01-22 20:00:00
70,42,0,0,2023-01-22 21:00:00
57,50,0,0,2023-01-22 22:00:00
957,22,0,0,2023-01-22 23:00:00
623,15,0,0,2023-01-23 00:00:00
814,40,0,0,2023-01-23 01:00:00
293,3,0,0,2023-01-23 02:00:00
720,25,0,0,2023-01-23 03:00:00
154,32,0,0,2023-01-23 04:00:00
345,21,0,0,2023-01-23 05:00:00
787,35,0,0,2023-01-23 06:00:00
821,50,0,0,2023-01-23 07:00:00
700,46,0,0,2023-01-23 08:00:00
498,36,0,0,2023-01-23 09:00:00
643,27,0,0,2023-01-23 10:00:00
906,35,0,0,2023-01-23 11:00:00
696,45,0,0,2023-01-23 12:00:00
407,28,0,0,2023-01-23 13:00:00
923,16,0,0,2023-01-23 14:00:00
58,29,0,0,2023-01-23 15:00:00
581,22,0,0,2023-01-23 16:00:00
827,6,0,0,2023-01-23 17:00:00
909,23,0,0,2023-01-23 18:00:00
398,35,0,0,2023-01-23 19:00:00
732,44,0,0,2023-01-23 20:00:00
3,8,0,0,2023-01-23 21:00:00
147,10,0,0,2023-01-23 22:00:00
859,34,0,0,2023-01-23 23:00:00
775,9,0,0,2023-01-24 00:00:00
955,33,0,0,2023-01-24 01:00:00
544,49,0,0,2023-01-24 02:00:00
68,26,0,0,2023-01-24 03:00:00
981,49,0,0,2023-01-24 04:00:00
755,38,0,0,2023-01-24 05:00:00
781,13,0,0,2023-01-24 06:00:00
696,39,0,0,2023-01-24 07:00:00
227,6,0,0,2023-01-24 08:00:00
934,37,0,0,2023-01-24 09:00:00
360,37,0,0,2023-01-24 10:00:00
193,42,0,0,2023-01-24 11:00:00
127,21,0,0,2023-01-24 12:00:00
785,12,0,0,2023-01-24 13:00:00
144,44,0,0,2023-01-24 14:00:00
73,13,0,0,2023-01-24 15:00:00
447,36,0,0,2023-01-24 16:00:00
844,9,0,0,2023-01-24 17:00:00
585,4,0,0,2023-01-24 18:00:00
19,25,0,0,2023-01-24 19:00:00
170,44,0,0,2023-01-24 20:00:00
542,33,0,0,2023-01-24 21:00:00
764,44,0,0,2023-01-24 22:00:00
535,39,0,0,2023-01-24 23:00:00
960,38,0,0,2023-01-25 00:00:00
909,21,0,0,2023-01-25 01:00:00
91,45,0,0,2023-01-25 02:00:00
76,18,0,0,2023-01-25 03:00:00
346,4,0,0,2023-01-25 04:00:00
933,35,0,0,2023-01-25 05:00:00
853,41,0,0,2023-01-25 06:00:00
532,49,0,0,2023-01-25 07:00:00
1000,7,0,0,2023-01-25 08:00:00
231,31,0,0,2023-01-25 09:00:00
484,12,0,0,2023-01-25 10:00:00
750,47,0,0,2023-01-25 11:00:00
856,40,0,0,2023-01-25 12:00:00
221,18,0,0,2023-01-25 13:00:00
526,15,0,0,2023-01-25 14:00:00
75,9,0,0,2023-01-25 15:00:00
821,7,0,0,2023-01-25 16:00:00
87,48,0,0,2023-01-25 17:00:00
958,46,0,0,2023-01-25 18:00:00
334,9,0,0,2023-01-25 19:00:00
446,41,0,0,2023-01-25 20:00:00
548,13,0,0,2023-01-25 21:00:00
456,12,0,0,2023-01-25 22:00:00
895,19,0,0,2023-01-25 23:00:00
675,11,0,0,2023-01-26 00:00:00
568,50,0,0,2023-01-26 01:00:00
265,27,0,0,2023-01-26 02:00:00
369,6,0,0,2023-01-26 03:00:00
327,22,0,0,2023-01-26 04:00:00
384,12,0,0,2023-01-26 05:00:00
753,46,0,0,2023-01-26 06:00:00
810,11,0,0,2023-01-26 07:00:00
483,14,0,0,2023-01-26 08:00:00
463,44,0,0,2023-01-26 09:00:00
460,16,0,0,2023-01-26 10:00:00
447,34,0,0,2023-01-26 11:00:00
888,37,0,0,2023-01-26 12:00:00
382,25,0,0,2023-01-26 13:00:00
293,5,0,0,2023-01-26 14:00:00
739,45,0,0,2023-01-26 15:00:00
171,7,0,0,2023-01-26 16:00:00
295,17,0,0,2023-01-26 17:00:00
459,1,0,0,2023-01-26 18:00:00
547,48,0,0,2023-01-26 19:00:00
128,8,0,0,2023-01-26 20:00:00
352,32,0,0,2023-01-26 21:00:00
772,47,0,0,2023-01-26 22:00:00
915,41,0,0,2023-01-26 23:00:00
606,29,0,0,2023-01-27 00:00:00
589,26,0,0,2023-01-27 01:00:00
1000,13,0,0,2023-01-27 02:00:00
337,33,0,0,2023-01-27 03:00:00
276,26,0,0,2023-01-27 04:00:00
283,1,0,0,2023-01-27 05:00:00
705,13,0,0,2023-01-27 06:00:00
250,7,0,0,2023-01-27 07:00:00
738,42,0,0,2023-01-27 08:00:00
687,48,0,0,2023-01-27 09:00:00
457,48,0,0,2023-01-27 10:00:00
126,31,0,0,2023-01-27 11:00:00
844,43,0,0,2023-01-27 12:00:00
516,27,0,0,2023-01-27 13:00:00
302,28,0,0,2023-01-27 14:00:00
97,2,0,0,2023-01-27 15:00:00
18,38,0,0,2023-01-27 16:00:00
755,13,0,0,2023-01-27 17:00:00
366,15,0,0,2023-01-27 18:00:00
458,35,0,0,2023-01-27 19:00:00
287,45,0,0,2023-01-27 20:00:00
891,49,0,0,2023-01-27 21:00:00
762,7,0,0,2023-01-27 22:00:00
956,44,0,0,2023-01-27 23:00:00
628,34,0,0,2023-01-28 00:00:00
185,43,0,0,2023-01-28 01:00:00
498,2,0,0,2023-01-28 02:00:00
677,46,0,0,2023-01-28 03:00:00
176,43,0,0,2023-01-28 04:00:00
222,20,0,0,2023-01-28 05:00:00
848,27,0,0,2023-01-28 06:00:00
712,43,0,0,2023-01-28 07:00:00
928,44,0,0,2023-01-28 08:00:00
405,5,0,0,2023-01-28 09:00:00
794,30,0,0,2023-01-28 10:00:00
355,4,0,0,2023-01-28 11:00:00
117,5,0,0,2023-01-28 12:00:00
886,48,0,0,2023-01-28 13:00:00
757,35,0,0,2023-01-28 14:00:00
724,6,0,0,2023-01-28 15:00:00
