customernumber,event_name,category,subcategory
1856,borsa,Finance,Forex
3898,borsa,Finance,Forex
1743,kredi_basvuru,Finance,Loans
9655,borsa,Finance,Stock Market
2444,kredi_basvuru,Finance,Forex
3884,kredi_basvuru,Finance,Forex
7013,kredi_basvuru,Finance,Stock Market
1121,kredi_basvuru,Finance,Loans
3517,borsa,Finance,Forex
4218,fx_market,Finance,Loans
8404,borsa,Finance,Loans
2617,borsa,Finance,Loans
2927,borsa,Finance,Loans
7792,hesap_acma,Banking,Account Opening
6313,hesap_acma,Banking,Account Opening
9182,borsa,Finance,Stock Market
9719,hesap_acma,Banking,Savings
7162,kredi_basvuru,Finance,Loans
3595,kredi_basvuru,Finance,Forex
1419,borsa,Finance,Stock Market
7187,fx_market,Finance,Forex
8173,borsa,Finance,Loans
2753,borsa,Finance,Forex
4381,hesap_acma,Banking,Transfers
3827,borsa,Finance,Forex
2978,kredi_basvuru,Finance,Loans
6245,borsa,Finance,Loans
7211,borsa,Finance,Forex
9692,kredi_basvuru,Finance,Stock Market
9318,kredi_basvuru,Finance,Stock Market
8875,kredi_basvuru,Finance,Loans
7630,fx_market,Finance,Forex
4200,borsa,Finance,Stock Market
7995,hesap_acma,Banking,Account Opening
2912,fx_market,Finance,Loans
9398,kredi_basvuru,Finance,Stock Market
7968,fx_market,Finance,Stock Market
6971,fx_market,Finance,Forex
4576,borsa,Finance,Stock Market
6391,fx_market,Finance,Stock Market
9525,borsa,Finance,Forex
3445,borsa,Finance,Stock Market
9457,hesap_acma,Banking,Account Opening
6996,hesap_acma,Banking,Savings
9542,kredi_basvuru,Finance,Loans
9290,hesap_acma,Banking,Savings
6248,fx_market,Finance,Stock Market
7008,hesap_acma,Banking,Savings
2118,fx_market,Finance,Stock Market
1643,fx_market,Finance,Loans
1926,kredi_basvuru,Finance,Forex
6790,fx_market,Finance,Stock Market
1586,fx_market,Finance,Forex
7172,fx_market,Finance,Stock Market
2723,hesap_acma,Banking,Account Opening
3879,kredi_basvuru,Finance,Loans
5396,borsa,Finance,Stock Market
7791,hesap_acma,Banking,Transfers
9380,borsa,Finance,Forex
8167,kredi_basvuru,Finance,Loans
3726,kredi_basvuru,Finance,Stock Market
3174,hesap_acma,Banking,Account Opening
4220,hesap_acma,Banking,Savings
2723,fx_market,Finance,Stock Market
1462,borsa,Finance,Forex
8568,borsa,Finance,Stock Market
7445,borsa,Finance,Loans
9782,borsa,Finance,Loans
8617,borsa,Finance,Forex
4051,kredi_basvuru,Finance,Stock Market
6894,borsa,Finance,Stock Market
4261,kredi_basvuru,Finance,Stock Market
1981,kredi_basvuru,Finance,Stock Market
5876,kredi_basvuru,Finance,Stock Market
9309,borsa,Finance,Forex
1906,hesap_acma,Banking,Savings
7795,hesap_acma,Banking,Account Opening
7451,kredi_basvuru,Finance,Stock Market
1829,kredi_basvuru,Finance,Loans
4753,hesap_acma,Banking,Account Opening
6240,fx_market,Finance,Loans
1780,kredi_basvuru,Finance,Loans
5920,borsa,Finance,Stock Market
8616,hesap_acma,Banking,Transfers
2001,kredi_basvuru,Finance,Loans
5642,kredi_basvuru,Finance,Stock Market
1280,fx_market,Finance,Stock Market
3328,fx_market,Finance,Stock Market
4206,fx_market,Finance,Stock Market
2941,fx_market,Finance,Forex
6441,borsa,Finance,Forex
5909,hesap_acma,Banking,Transfers
4936,kredi_basvuru,Finance,Loans
5434,kredi_basvuru,Finance,Loans
2684,hesap_acma,Banking,Account Opening
4119,kredi_basvuru,Finance,Stock Market
1927,borsa,Finance,Forex
7774,fx_market,Finance,Forex
1272,fx_market,Finance,Loans
8700,kredi_basvuru,Finance,Loans
3250,hesap_acma,Banking,Account Opening
3128,fx_market,Finance,Loans
3461,borsa,Finance,Forex
1707,borsa,Finance,Stock Market
6523,kredi_basvuru,Finance,Stock Market
8482,borsa,Finance,Forex
7988,fx_market,Finance,Loans
2474,borsa,Finance,Stock Market
2598,fx_market,Finance,Forex
6404,borsa,Finance,Stock Market
1988,borsa,Finance,Loans
7797,kredi_basvuru,Finance,Stock Market
2723,borsa,Finance,Stock Market
4900,borsa,Finance,Loans
5541,kredi_basvuru,Finance,Forex
8052,kredi_basvuru,Finance,Stock Market
7695,fx_market,Finance,Stock Market
1517,kredi_basvuru,Finance,Stock Market
5215,fx_market,Finance,Stock Market
6153,hesap_acma,Banking,Savings
3353,borsa,Finance,Stock Market
7833,borsa,Finance,Loans
3981,borsa,Finance,Stock Market
3691,kredi_basvuru,Finance,Forex
6725,hesap_acma,Banking,Savings
8069,fx_market,Finance,Stock Market
8758,kredi_basvuru,Finance,Loans
6707,kredi_basvuru,Finance,Forex
2107,fx_market,Finance,Loans
4862,fx_market,Finance,Forex
3272,borsa,Finance,Loans
3411,hesap_acma,Banking,Transfers
6124,borsa,Finance,Stock Market
6939,borsa,Finance,Stock Market
9881,hesap_acma,Banking,Transfers
6465,kredi_basvuru,Finance,Forex
9944,fx_market,Finance,Forex
1827,hesap_acma,Banking,Savings
7276,hesap_acma,Banking,Account Opening
9260,fx_market,Finance,Loans
3395,kredi_basvuru,Finance,Forex
8707,hesap_acma,Banking,Savings
4574,kredi_basvuru,Finance,Stock Market
4966,borsa,Finance,Forex
9569,kredi_basvuru,Finance,Loans
1217,fx_market,Finance,Forex
1648,fx_market,Finance,Loans
8900,kredi_basvuru,Finance,Stock Market
5200,kredi_basvuru,Finance,Loans
5122,kredi_basvuru,Finance,Forex
4192,fx_market,Finance,Forex
8521,hesap_acma,Banking,Transfers
4384,hesap_acma,Banking,Savings
1665,borsa,Finance,Forex
9559,kredi_basvuru,Finance,Forex
6850,hesap_acma,Banking,Account Opening
3064,kredi_basvuru,Finance,Forex
2531,kredi_basvuru,Finance,Loans
4882,kredi_basvuru,Finance,Loans
6882,hesap_acma,Banking,Account Opening
1500,borsa,Finance,Stock Market
1146,fx_market,Finance,Forex
3071,borsa,Finance,Stock Market
9903,borsa,Finance,Loans
1479,borsa,Finance,Stock Market
5303,borsa,Finance,Stock Market
9600,hesap_acma,Banking,Savings
3896,kredi_basvuru,Finance,Forex
9122,hesap_acma,Banking,Savings
9486,hesap_acma,Banking,Account Opening
9007,kredi_basvuru,Finance,Loans
5013,fx_market,Finance,Forex
4036,hesap_acma,Banking,Account Opening
8227,hesap_acma,Banking,Account Opening
5089,borsa,Finance,Stock Market
1726,fx_market,Finance,Stock Market
4720,borsa,Finance,Loans
4537,hesap_acma,Banking,Transfers
2210,hesap_acma,Banking,Account Opening
8596,kredi_basvuru,Finance,Loans
7812,borsa,Finance,Forex
1400,fx_market,Finance,Stock Market
7218,fx_market,Finance,Loans
9176,kredi_basvuru,Finance,Stock Market
5283,hesap_acma,Banking,Savings
9134,borsa,Finance,Stock Market
7464,fx_market,Finance,Forex
9292,hesap_acma,Banking,Savings
8876,borsa,Finance,Forex
4203,kredi_basvuru,Finance,Loans
1200,borsa,Finance,Stock Market
9939,fx_market,Finance,Loans
3122,hesap_acma,Banking,Account Opening
3529,fx_market,Finance,Forex
8424,fx_market,Finance,Forex
6463,kredi_basvuru,Finance,Forex
8931,borsa,Finance,Stock Market
6201,kredi_basvuru,Finance,Loans
2352,borsa,Finance,Stock Market
6417,kredi_basvuru,Finance,Forex
2741,fx_market,Finance,Stock Market
6248,kredi_basvuru,Finance,Stock Market
1213,fx_market,Finance,Loans
3512,fx_market,Finance,Stock Market
6143,fx_market,Finance,Loans
8316,hesap_acma,Banking,Account Opening
9452,borsa,Finance,Forex
8953,borsa,Finance,Loans
1942,borsa,Finance,Stock Market
9901,kredi_basvuru,Finance,Forex
7618,kredi_basvuru,Finance,Forex
3144,borsa,Finance,Loans
5624,kredi_basvuru,Finance,Loans
6404,fx_market,Finance,Loans
3518,borsa,Finance,Forex
5650,fx_market,Finance,Loans
4620,borsa,Finance,Forex
6098,borsa,Finance,Forex
2971,hesap_acma,Banking,Account Opening
4316,fx_market,Finance,Loans
3819,fx_market,Finance,Stock Market
3001,fx_market,Finance,Loans
6822,fx_market,Finance,Stock Market
1082,fx_market,Finance,Forex
5358,borsa,Finance,Stock Market
9648,kredi_basvuru,Finance,Forex
8646,borsa,Finance,Loans
6460,borsa,Finance,Forex
9074,fx_market,Finance,Forex
3800,fx_market,Finance,Stock Market
7504,hesap_acma,Banking,Transfers
5601,hesap_acma,Banking,Account Opening
5803,hesap_acma,Banking,Account Opening
7877,kredi_basvuru,Finance,Forex
8942,kredi_basvuru,Finance,Stock Market
1123,fx_market,Finance,Forex
5497,kredi_basvuru,Finance,Forex
4907,borsa,Finance,Loans
2727,hesap_acma,Banking,Savings
2713,hesap_acma,Banking,Savings
6819,fx_market,Finance,Stock Market
4631,fx_market,Finance,Loans
4337,fx_market,Finance,Stock Market
5851,kredi_basvuru,Finance,Loans
1279,hesap_acma,Banking,Savings
4443,fx_market,Finance,Loans
2123,fx_market,Finance,Forex
7712,fx_market,Finance,Loans
8245,kredi_basvuru,Finance,Stock Market
8192,kredi_basvuru,Finance,Forex
9476,hesap_acma,Banking,Savings
9706,hesap_acma,Banking,Savings
5625,fx_market,Finance,Stock Market
3163,borsa,Finance,Loans
2064,kredi_basvuru,Finance,Stock Market
4483,fx_market,Finance,Loans
4729,hesap_acma,Banking,Account Opening
8793,fx_market,Finance,Stock Market
3607,fx_market,Finance,Forex
1772,fx_market,Finance,Stock Market
4718,hesap_acma,Banking,Transfers
6195,fx_market,Finance,Loans
5446,fx_market,Finance,Stock Market
5151,fx_market,Finance,Loans
8309,borsa,Finance,Forex
1343,borsa,Finance,Stock Market
5492,borsa,Finance,Loans
1856,fx_market,Finance,Forex
8235,fx_market,Finance,Loans
4853,borsa,Finance,Stock Market
3331,fx_market,Finance,Stock Market
1831,fx_market,Finance,Stock Market
8879,borsa,Finance,Loans
4745,kredi_basvuru,Finance,Stock Market
4477,kredi_basvuru,Finance,Stock Market
1723,kredi_basvuru,Finance,Forex
3873,hesap_acma,Banking,Account Opening
8111,kredi_basvuru,Finance,Loans
5235,hesap_acma,Banking,Account Opening
8366,fx_market,Finance,Forex
7802,borsa,Finance,Stock Market
5357,borsa,Finance,Stock Market
5739,kredi_basvuru,Finance,Forex
4116,borsa,Finance,Loans
9613,kredi_basvuru,Finance,Stock Market
5903,hesap_acma,Banking,Transfers
9668,borsa,Finance,Stock Market
3309,hesap_acma,Banking,Savings
2649,hesap_acma,Banking,Savings
9856,kredi_basvuru,Finance,Stock Market
2251,kredi_basvuru,Finance,Loans
4816,fx_market,Finance,Loans
9007,hesap_acma,Banking,Account Opening
1887,hesap_acma,Banking,Savings
1580,fx_market,Finance,Loans
5517,hesap_acma,Banking,Transfers
2743,fx_market,Finance,Stock Market
5889,borsa,Finance,Stock Market
8240,kredi_basvuru,Finance,Stock Market
8181,hesap_acma,Banking,Savings
6615,borsa,Finance,Loans
1101,fx_market,Finance,Forex
3868,fx_market,Finance,Stock Market
5134,fx_market,Finance,Forex
4729,kredi_basvuru,Finance,Loans
5325,kredi_basvuru,Finance,Stock Market
7585,fx_market,Finance,Stock Market
9356,hesap_acma,Banking,Account Opening
8676,kredi_basvuru,Finance,Forex
9312,hesap_acma,Banking,Account Opening
6594,borsa,Finance,Loans
7874,borsa,Finance,Stock Market
8971,kredi_basvuru,Finance,Forex
5379,hesap_acma,Banking,Transfers
8721,fx_market,Finance,Forex
2977,hesap_acma,Banking,Savings
3460,borsa,Finance,Stock Market
4287,borsa,Finance,Stock Market
2320,borsa,Finance,Loans
7683,kredi_basvuru,Finance,Stock Market
4106,kredi_basvuru,Finance,Loans
6740,kredi_basvuru,Finance,Forex
7006,kredi_basvuru,Finance,Stock Market
3450,borsa,Finance,Stock Market
2414,borsa,Finance,Forex
7275,fx_market,Finance,Loans
8580,borsa,Finance,Loans
9784,fx_market,Finance,Forex
6505,hesap_acma,Banking,Savings
7197,hesap_acma,Banking,Transfers
2801,kredi_basvuru,Finance,Loans
8917,borsa,Finance,Stock Market
9444,hesap_acma,Banking,Savings
9068,borsa,Finance,Stock Market
3102,borsa,Finance,Loans
2269,fx_market,Finance,Forex
6239,kredi_basvuru,Finance,Loans
6148,fx_market,Finance,Loans
4328,kredi_basvuru,Finance,Stock Market
7675,kredi_basvuru,Finance,Stock Market
3122,kredi_basvuru,Finance,Forex
9828,borsa,Finance,Forex
3990,fx_market,Finance,Forex
7385,fx_market,Finance,Forex
6844,borsa,Finance,Stock Market
4252,kredi_basvuru,Finance,Stock Market
3881,borsa,Finance,Loans
2060,hesap_acma,Banking,Savings
8718,borsa,Finance,Loans
8477,fx_market,Finance,Forex
9920,hesap_acma,Banking,Transfers
9836,kredi_basvuru,Finance,Forex
3682,hesap_acma,Banking,Account Opening
6767,kredi_basvuru,Finance,Stock Market
5356,hesap_acma,Banking,Account Opening
2969,hesap_acma,Banking,Transfers
2283,borsa,Finance,Stock Market
9403,kredi_basvuru,Finance,Forex
1049,kredi_basvuru,Finance,Forex
9658,hesap_acma,Banking,Account Opening
7196,kredi_basvuru,Finance,Stock Market
3298,kredi_basvuru,Finance,Forex
4989,kredi_basvuru,Finance,Forex
9632,fx_market,Finance,Loans
2476,borsa,Finance,Stock Market
4855,hesap_acma,Banking,Transfers
8787,kredi_basvuru,Finance,Forex
8598,fx_market,Finance,Stock Market
4066,kredi_basvuru,Finance,Loans
4526,fx_market,Finance,Stock Market
3164,hesap_acma,Banking,Account Opening
4325,hesap_acma,Banking,Transfers
5509,borsa,Finance,Forex
9172,kredi_basvuru,Finance,Forex
3840,kredi_basvuru,Finance,Loans
2485,borsa,Finance,Forex
8598,fx_market,Finance,Stock Market
7196,borsa,Finance,Stock Market
1993,borsa,Finance,Forex
2902,hesap_acma,Banking,Transfers
8058,kredi_basvuru,Finance,Forex
9759,hesap_acma,Banking,Transfers
2842,hesap_acma,Banking,Account Opening
8616,kredi_basvuru,Finance,Loans
5681,kredi_basvuru,Finance,Loans
4524,fx_market,Finance,Stock Market
4316,kredi_basvuru,Finance,Forex
6865,fx_market,Finance,Loans
9567,kredi_basvuru,Finance,Forex
2908,hesap_acma,Banking,Savings
9603,borsa,Finance,Loans
4311,hesap_acma,Banking,Transfers
5940,kredi_basvuru,Finance,Stock Market
6563,hesap_acma,Banking,Account Opening
7485,kredi_basvuru,Finance,Loans
1950,kredi_basvuru,Finance,Forex
2093,fx_market,Finance,Loans
7930,fx_market,Finance,Stock Market
6011,borsa,Finance,Forex
8130,fx_market,Finance,Stock Market
4010,hesap_acma,Banking,Transfers
2814,fx_market,Finance,Stock Market
3971,hesap_acma,Banking,Transfers
1894,fx_market,Finance,Loans
3024,borsa,Finance,Forex
9629,fx_market,Finance,Stock Market
7803,kredi_basvuru,Finance,Loans
1341,borsa,Finance,Forex
6737,fx_market,Finance,Forex
6110,hesap_acma,Banking,Savings
1487,borsa,Finance,Loans
2209,fx_market,Finance,Forex
5842,fx_market,Finance,Loans
6725,fx_market,Finance,Stock Market
7744,fx_market,Finance,Loans
1955,kredi_basvuru,Finance,Stock Market
9807,hesap_acma,Banking,Account Opening
5082,hesap_acma,Banking,Transfers
1023,kredi_basvuru,Finance,Loans
1637,hesap_acma,Banking,Transfers
6628,borsa,Finance,Loans
9925,hesap_acma,Banking,Account Opening
4860,hesap_acma,Banking,Savings
8792,hesap_acma,Banking,Savings
6411,fx_market,Finance,Loans
3771,fx_market,Finance,Forex
9559,fx_market,Finance,Forex
4533,fx_market,Finance,Stock Market
6247,fx_market,Finance,Stock Market
4903,hesap_acma,Banking,Transfers
8183,borsa,Finance,Loans
3954,borsa,Finance,Stock Market
1539,borsa,Finance,Stock Market
8870,fx_market,Finance,Stock Market
2507,hesap_acma,Banking,Account Opening
2675,borsa,Finance,Stock Market
7939,hesap_acma,Banking,Account Opening
5059,kredi_basvuru,Finance,Stock Market
9025,kredi_basvuru,Finance,Stock Market
1161,fx_market,Finance,Forex
2719,hesap_acma,Banking,Account Opening
7184,kredi_basvuru,Finance,Forex
3965,fx_market,Finance,Loans
3166,borsa,Finance,Loans
6479,fx_market,Finance,Stock Market
6809,hesap_acma,Banking,Transfers
4774,hesap_acma,Banking,Savings
8414,fx_market,Finance,Stock Market
8875,fx_market,Finance,Stock Market
7914,kredi_basvuru,Finance,Stock Market
4778,fx_market,Finance,Forex
9142,borsa,Finance,Stock Market
8110,borsa,Finance,Loans
9217,hesap_acma,Banking,Savings
1239,kredi_basvuru,Finance,Loans
3983,kredi_basvuru,Finance,Stock Market
5065,kredi_basvuru,Finance,Stock Market
7872,borsa,Finance,Loans
5403,borsa,Finance,Stock Market
5683,hesap_acma,Banking,Savings
7669,borsa,Finance,Loans
1735,fx_market,Finance,Stock Market
2687,hesap_acma,Banking,Transfers
6196,hesap_acma,Banking,Savings
1056,hesap_acma,Banking,Savings
3586,hesap_acma,Banking,Transfers
1244,borsa,Finance,Loans
4274,hesap_acma,Banking,Account Opening
6444,kredi_basvuru,Finance,Loans
1646,kredi_basvuru,Finance,Stock Market
4607,fx_market,Finance,Forex
5809,borsa,Finance,Forex
9125,hesap_acma,Banking,Transfers
9225,kredi_basvuru,Finance,Forex
5748,fx_market,Finance,Forex
2440,kredi_basvuru,Finance,Stock Market
3232,fx_market,Finance,Stock Market
5497,borsa,Finance,Stock Market
3062,kredi_basvuru,Finance,Forex
2866,kredi_basvuru,Finance,Loans
7853,hesap_acma,Banking,Savings
3920,borsa,Finance,Forex
5321,kredi_basvuru,Finance,Loans
9432,hesap_acma,Banking,Account Opening
9788,borsa,Finance,Forex
6646,borsa,Finance,Loans
7433,fx_market,Finance,Loans
8735,fx_market,Finance,Loans
2056,borsa,Finance,Stock Market
2383,hesap_acma,Banking,Transfers
9791,kredi_basvuru,Finance,Stock Market
1654,hesap_acma,Banking,Transfers
3690,fx_market,Finance,Stock Market
3239,kredi_basvuru,Finance,Forex
3032,borsa,Finance,Stock Market
3784,kredi_basvuru,Finance,Stock Market
6973,hesap_acma,Banking,Transfers
4810,hesap_acma,Banking,Transfers
5677,kredi_basvuru,Finance,Loans
6910,borsa,Finance,Forex
8849,borsa,Finance,Stock Market
2685,borsa,Finance,Stock Market
7017,fx_market,Finance,Forex
7589,borsa,Finance,Stock Market
4458,hesap_acma,Banking,Savings
4366,kredi_basvuru,Finance,Loans
4249,kredi_basvuru,Finance,Forex
3434,fx_market,Finance,Loans
2798,borsa,Finance,Stock Market
3333,hesap_acma,Banking,Savings
5604,hesap_acma,Banking,Transfers
5783,fx_market,Finance,Loans
9038,kredi_basvuru,Finance,Loans
6695,borsa,Finance,Loans
1969,fx_market,Finance,Loans
7857,hesap_acma,Banking,Savings
2251,kredi_basvuru,Finance,Stock Market
1265,kredi_basvuru,Finance,Loans
1611,kredi_basvuru,Finance,Loans
8820,hesap_acma,Banking,Transfers
1984,fx_market,Finance,Loans
2036,kredi_basvuru,Finance,Loans
2264,hesap_acma,Banking,Savings
2484,hesap_acma,Banking,Savings
9049,borsa,Finance,Loans
1638,kredi_basvuru,Finance,Stock Market
1713,fx_market,Finance,Forex
7165,hesap_acma,Banking,Savings
6279,fx_market,Finance,Forex
5017,kredi_basvuru,Finance,Stock Market
5802,kredi_basvuru,Finance,Forex
5701,hesap_acma,Banking,Savings
3023,fx_market,Finance,Forex
9284,hesap_acma,Banking,Account Opening
1772,borsa,Finance,Forex
6442,borsa,Finance,Forex
5297,fx_market,Finance,Stock Market
7342,hesap_acma,Banking,Savings
7438,hesap_acma,Banking,Account Opening
8063,fx_market,Finance,Loans
4096,borsa,Finance,Stock Market
4469,kredi_basvuru,Finance,Forex
3443,borsa,Finance,Loans
6185,hesap_acma,Banking,Savings
1932,kredi_basvuru,Finance,Loans
3497,fx_market,Finance,Loans
4774,fx_market,Finance,Loans
4348,borsa,Finance,Forex
6971,fx_market,Finance,Loans
3280,hesap_acma,Banking,Savings
1652,kredi_basvuru,Finance,Loans
5618,borsa,Finance,Stock Market
8396,borsa,Finance,Loans
2203,borsa,Finance,Loans
3263,fx_market,Finance,Forex
2552,borsa,Finance,Stock Market
8317,fx_market,Finance,Stock Market
2247,hesap_acma,Banking,Account Opening
3238,kredi_basvuru,Finance,Stock Market
7501,fx_market,Finance,Loans
8456,hesap_acma,Banking,Savings
3370,hesap_acma,Banking,Transfers
3878,fx_market,Finance,Forex
1847,kredi_basvuru,Finance,Stock Market
8423,kredi_basvuru,Finance,Loans
2876,fx_market,Finance,Stock Market
4534,borsa,Finance,Forex
6367,borsa,Finance,Loans
6790,kredi_basvuru,Finance,Stock Market
6536,borsa,Finance,Loans
2685,borsa,Finance,Stock Market
9783,fx_market,Finance,Forex
7178,kredi_basvuru,Finance,Stock Market
5111,fx_market,Finance,Stock Market
4611,hesap_acma,Banking,Account Opening
3530,fx_market,Finance,Forex
3762,hesap_acma,Banking,Transfers
9758,hesap_acma,Banking,Account Opening
4561,kredi_basvuru,Finance,Forex
9881,borsa,Finance,Forex
4092,borsa,Finance,Stock Market
5185,kredi_basvuru,Finance,Forex
9435,hesap_acma,Banking,Transfers
6399,fx_market,Finance,Stock Market
4909,fx_market,Finance,Forex
4596,hesap_acma,Banking,Transfers
7033,borsa,Finance,Stock Market
8295,kredi_basvuru,Finance,Forex
4299,kredi_basvuru,Finance,Loans
5825,hesap_acma,Banking,Savings
3725,kredi_basvuru,Finance,Forex
7632,borsa,Finance,Stock Market
5519,borsa,Finance,Loans
7598,borsa,Finance,Forex
4630,fx_market,Finance,Loans
6418,kredi_basvuru,Finance,Stock Market
6542,borsa,Finance,Forex
5657,hesap_acma,Banking,Savings
8240,borsa,Finance,Stock Market
9451,borsa,Finance,Forex
1133,borsa,Finance,Forex
6242,hesap_acma,Banking,Account Opening
5360,kredi_basvuru,Finance,Forex
7555,hesap_acma,Banking,Transfers
7351,borsa,Finance,Stock Market
2824,kredi_basvuru,Finance,Loans
2290,borsa,Finance,Loans
8866,borsa,Finance,Forex
6725,borsa,Finance,Loans
8738,hesap_acma,Banking,Savings
7878,hesap_acma,Banking,Account Opening
6826,kredi_basvuru,Finance,Stock Market
2081,kredi_basvuru,Finance,Loans
3531,hesap_acma,Banking,Transfers
5558,borsa,Finance,Forex
6501,fx_market,Finance,Loans
4075,kredi_basvuru,Finance,Forex
5501,fx_market,Finance,Forex
4231,fx_market,Finance,Stock Market
6945,hesap_acma,Banking,Savings
9420,borsa,Finance,Forex
8735,fx_market,Finance,Stock Market
8024,borsa,Finance,Stock Market
2026,fx_market,Finance,Forex
2566,fx_market,Finance,Stock Market
8106,borsa,Finance,Forex
7599,kredi_basvuru,Finance,Stock Market
5799,borsa,Finance,Stock Market
8351,borsa,Finance,Stock Market
7295,fx_market,Finance,Loans
1008,hesap_acma,Banking,Savings
5468,hesap_acma,Banking,Account Opening
2002,fx_market,Finance,Stock Market
2571,fx_market,Finance,Loans
1996,hesap_acma,Banking,Transfers
9876,borsa,Finance,Forex
9189,fx_market,Finance,Forex
4496,fx_market,Finance,Forex
2416,kredi_basvuru,Finance,Loans
4713,kredi_basvuru,Finance,Stock Market
7484,borsa,Finance,Forex
4789,fx_market,Finance,Loans
9604,borsa,Finance,Loans
1064,kredi_basvuru,Finance,Stock Market
7497,borsa,Finance,Forex
4148,borsa,Finance,Loans
9843,borsa,Finance,Stock Market
2479,kredi_basvuru,Finance,Forex
5041,kredi_basvuru,Finance,Forex
4963,fx_market,Finance,Loans
9207,kredi_basvuru,Finance,Stock Market
4435,borsa,Finance,Stock Market
